Gene	Symbol	logFC	logCPM	PValue	FDR	UHR_Rep1	UHR_Rep2	UHR_Rep3	HBR_Rep1	HBR_Rep2	HBR_Rep3
ENSG00000283406	DGCR5	-6.34755652184221	5.55436699682499	7.27410501253779e-08	1.54060054274975e-07	0	0	0	6	7	11
ENSG00000183172	SMDT1	-1.3002099193963	7.75460488329666	7.37760910660297e-08	1.55518614500692e-07	23	14	21	24	38	33
ENSG00000133460	SLC2A11	-1.20167653727454	8.36638513553003	1.30916041018563e-07	2.74678983258575e-07	26	35	33	49	53	43
ENSG00000183579	ZNRF3	-0.741194038284865	9.53511458980725	1.44616808144176e-07	3.02013706310395e-07	95	86	80	92	101	97
ENSG00000185608	MRPL40	0.904279422359511	8.83437963229724	1.69133420371567e-07	3.51578267346452e-07	105	64	83	27	33	29
ENSG00000100372	SLC25A17	0.913348054061809	9.05570256035149	1.87616028640184e-07	3.88200907186371e-07	105	83	107	32	37	35
ENSG00000099977	DDT	1.27787437717514	8.3945026192187	1.91445958299959e-07	3.94308418700374e-07	73	45	77	21	15	17
ENSG00000188511	C22orf34	2.7662385630578	6.52629289087653	2.37765615130563e-07	4.8747379540467e-07	22	12	20	1	2	2
ENSG00000186998	EMID1	-2.09993595194934	6.74388458266467	2.70006750931231e-07	5.51059232582375e-07	8	4	6	11	17	24
ENSG00000100225	FBXO7	0.575597856142165	11.0559885844767	3.07112974899331e-07	6.23953510089592e-07	417	356	357	154	168	185
ENSG00000100271	TTLL1	-1.47501546021377	7.465629882312	4.15869950716916e-07	8.41106341765294e-07	11	12	20	21	34	25
ENSG00000169184	MN1	1.0101533868641	9.16549268655774	4.31971675007573e-07	8.69754628154262e-07	116	86	123	44	34	29
ENSG00000184117	NIPSNAP1	0.519027710827175	10.4752126325008	4.408957828166e-07	8.83759850377916e-07	305	199	243	103	122	120
ENSG00000272821	CTA-384D8.36	-1.83503939573071	6.70700191098006	4.74492282889566e-07	9.46875711188512e-07	10	2	8	15	20	13
ENSG00000100347	SAMM50	0.860039453617444	9.36056798188777	6.11276243323719e-07	1.21443820023164e-06	140	119	104	43	42	48
ENSG00000077942	FBLN1	0.812068354547914	9.15018328411177	6.53319318898392e-07	1.29224834442898e-06	117	85	108	40	45	32
ENSG00000128274	A4GALT	1.8423845226561	7.06211728944176	7.43501004177773e-07	1.46417522313956e-06	34	20	23	7	5	2
ENSG00000185022	MAFF	0.959419084434588	8.56199928821013	8.04331376429575e-07	1.57705147605624e-06	90	57	62	27	25	19
ENSG00000169548	ZNF280A	6.13694847033278	5.80523452306932	8.80902456566857e-07	1.71967479564573e-06	9	10	12	0	0	0
ENSG00000198355	PIM3	0.69058620713009	9.41393285300273	9.09765489292696e-07	1.76833205494554e-06	156	100	110	43	56	51
ENSG00000242114	MTFP1	3.2180014614903	6.30763967617008	1.78489426579873e-06	3.45438588510186e-06	22	15	9	0	1	2
ENSG00000100036	SLC35E4	-1.33448326322596	7.49528619825326	2.25376795813992e-06	4.34309791075031e-06	21	13	13	17	34	28
ERCC-00044	ERCC-00044	-0.530625123019976	10.0635926401474	2.57733573359509e-06	4.94540061702647e-06	180	103	128	110	162	121
ENSG00000100280	AP1B1	-0.393730251606142	10.9898932944356	3.34638822737872e-06	6.39373750677891e-06	340	223	257	217	254	242
ENSG00000133477	FAM83F	2.4507690096088	6.6800155934771	4.72208802847815e-06	8.98397256265546e-06	28	19	13	0	1	6
ENSG00000079974	RABL2B	-0.793278748676073	8.77448877032566	7.55672158241515e-06	1.43163206350397e-05	64	43	43	64	57	51
ENSG00000100281	HMGXB4	0.765285223086284	9.11522710588675	8.04323226313684e-06	1.51739970006237e-05	112	93	94	29	42	46
ENSG00000100258	LMF2	0.623670292355381	9.63999955663301	1.00824640339004e-05	1.89415328502982e-05	161	106	156	51	68	63
ENSG00000099999	RNF215	-0.802660108284773	8.62329082914377	1.15901060843453e-05	2.16831567994628e-05	54	36	44	54	61	40
ENSG00000100359	SGSM3	-0.482790708946912	10.0549158890108	1.27202076449467e-05	2.36986441185936e-05	171	99	145	114	152	118
ENSG00000100068	LRP5L	1.62853150278722	6.99118959228841	1.30244874374728e-05	2.4165268014154e-05	30	17	24	7	4	4
ENSG00000100142	POLR2F	-1.52277117683234	6.89304330833573	1.33575852398797e-05	2.46812994761564e-05	12	8	7	14	25	13
ERCC-00170	ERCC-00170	2.31832061359428	6.40025654941843	1.52611352703815e-05	2.80829907229561e-05	18	14	15	1	2	3
ENSG00000235111	RP1-29C18.8	3.22443462200781	5.90203635949462	1.87819299371654e-05	3.442076139505e-05	14	11	7	1	0	1
ENSG00000283633	AC005301.9	2.13582719105005	6.44387837924125	2.39230666757126e-05	4.36644590951015e-05	18	13	17	1	4	2
ENSG00000130489	SCO2	1.28831246470433	7.49436028163153	3.29180745081651e-05	5.98389289642354e-05	39	24	37	5	16	6
ENSG00000100393	EP300	-0.376925198683849	11.599487407896	4.0338904227995e-05	7.30329354772975e-05	562	311	394	296	388	398
ENSG00000100078	PLA2G3	3.80834866135796	5.70054653947501	4.34377187239771e-05	7.83274526388181e-05	12	9	6	0	1	0
ENSG00000184979	USP18	1.83146366853038	6.64306480620571	4.41155126897539e-05	7.92314607907979e-05	26	11	18	2	6	2
ENSG00000100365	NCF4	1.77725459971729	6.71713249998962	5.04735477619643e-05	9.0289334442717e-05	24	18	16	3	7	1
ENSG00000100413	POLR3H	-0.520593683232775	9.8027972838501	5.20974654508239e-05	9.26648453834993e-05	150	82	112	113	104	108
ENSG00000099954	CECR2	-0.692248994601154	9.61123754815931	5.22142669978292e-05	9.26648453834993e-05	111	77	94	107	80	113
ENSG00000235954	TTC28-AS1	-0.87463176633968	8.54147818117201	5.44990526878986e-05	9.63388766018366e-05	43	45	34	36	57	57
ENSG00000185252	ZNF74	0.641916980700099	9.03573924657385	5.81546924053945e-05	0.00010239787015695	110	76	90	37	39	41
ERCC-00165	ERCC-00165	-0.830300301521851	8.43687379764202	6.83440461224546e-05	0.000119869049644461	51	28	37	33	64	40
ENSG00000099956	SMARCB1	0.515170081279328	9.66684959134393	0.000103577865520578	0.000180958994625445	160	127	133	64	73	58
ENSG00000099917	MED15	0.437467221765285	10.1063153116058	0.000108741589319993	0.000189244083739058	231	138	196	87	103	86
ENSG00000184381	PLA2G6	-0.647711000492912	9.0253034030966	0.000111968396303708	0.000194107374287124	88	47	55	64	60	72
ENSG00000100105	PATZ1	0.52147174632492	9.67859989016741	0.000116184356804985	0.000200641446943993	184	110	132	70	70	56
ENSG00000099904	ZDHHC8	-0.575968401543041	9.35563276396809	0.000119757746496301	0.000206020031328886	95	72	78	83	78	81
ENSG00000100150	DEPDC5	-0.636285529455202	8.86662661658361	0.000164850494150053	0.000282510961348755	75	39	56	44	72	59
ENSG00000215193	PEX26	-0.411884756786809	10.3839746597131	0.000173769881103269	0.000296664169640182	208	137	189	150	179	142
ENSG00000099899	TRMT2A	0.632005422362352	9.54561493869309	0.000198172040478507	0.000337042599147157	179	83	137	52	73	44
ERCC-00042	ERCC-00042	0.295384374385972	11.9200132446723	0.000204665521016718	0.000346772901647193	731	531	673	329	379	341
ENSG00000224086	LL22NC03-86G7.1	-1.62628606901606	6.82951682177557	0.000226090675499602	0.000381634260523764	6	12	6	13	26	12
ENSG00000100209	HSCB	1.28361619151433	7.17062926337223	0.000242693316610312	0.000408124715947679	37	23	18	5	7	9
ENSG00000025770	NCAPH2	0.44877774598057	9.80654327084067	0.000250705504715815	0.000420025267229109	188	116	154	73	78	71
ENSG00000100324	TAB1	-0.652319344811246	9.26505418034802	0.000340448550611378	0.000566521459997353	77	63	83	89	77	67
ENSG00000213888	LINC01521	-1.53347088933247	6.47258237729453	0.000340669920265669	0.000566521459997353	6	9	4	11	13	13
ENSG00000198089	SFI1	-0.505041709648639	9.55562410221848	0.000394431807741755	0.000653505098435601	106	80	103	94	90	88
ENSG00000100220	RTCB	0.398018516302973	10.4963922432494	0.000400101157246994	0.000660461101484928	328	173	239	105	144	121
ENSG00000198062	POTEH	3.52204914068654	5.50868036786301	0.000481908850667568	0.000792590014467906	7	5	10	0	0	1
ENSG00000100335	MIEF1	0.433883879193946	10.3066241487349	0.00048719699616077	0.000798362960861992	301	155	198	89	117	112
ENSG00000213923	CSNK1E	0.332562393895057	11.2087715316238	0.000537425321795939	0.00087746897995046	513	296	390	218	211	197
ENSG00000128284	APOL3	1.36647415427528	7.03560863326904	0.000634584660110313	0.00103234968257076	31	23	17	6	2	10
ENSG00000242082	RP1-90G24.10	-2.90096319679487	5.383000558056	0.000661446680429124	0.00107216447477501	1	2	0	3	10	4
ENSG00000183066	WBP2NL	-1.81478976544757	5.90710865610394	0.000872032689887197	0.00140842689841493	5	4	1	10	8	6
ENSG00000250479	CHCHD10	-0.634099226297528	8.52748186930899	0.000987649585022389	0.00158944323897868	49	36	48	43	57	37
ENSG00000185838	GNB1L	0.935875460921655	7.5876427589776	0.00115295395009245	0.00184884401282682	36	34	31	12	16	7
ERCC-00079	ERCC-00079	-0.697340345831318	8.25690213944179	0.00126182243049785	0.00201622160602682	45	28	34	28	39	48
ENSG00000188677	PARVB	0.406112396414879	9.75993945894283	0.00153859425910818	0.00244974759694884	165	133	139	69	84	66
ENSG00000099940	SNAP29	0.477318303476988	9.21615115480182	0.00168225098294292	0.00266901304360908	129	85	89	40	54	50
ENSG00000237037	NDUFA6-AS1	-1.42558217717471	6.21664958121556	0.00197632448948317	0.0031245411823167	5	5	6	6	12	11
ERCC-00060	ERCC-00060	0.36273708605452	10.1499973570843	0.002302965222126	0.0036281802973143	236	167	168	93	101	100
ENSG00000070371	CLTCL1	0.566025780261353	8.58961835654477	0.00234489874595547	0.0036813270522168	82	51	64	26	33	29
ENSG00000100416	TRMU	0.404003001846498	9.54984410195047	0.00246196982209087	0.00385165313630244	166	97	115	59	67	63
ENSG00000100201	DDX17	-0.131624191448707	13.8970655614509	0.00262554396832828	0.00409329597840069	2766	1772	2196	1507	1772	1599
ENSG00000272977	CTA-390C10.10	-1.30944149505976	6.47114459899125	0.00289029683979727	0.00449046118016946	10	8	3	10	17	8
ENSG00000183506	PI4KAP2	0.549773455752451	8.59505145503678	0.00292109473621361	0.00452266047089624	83	55	59	29	30	30
ENSG00000100084	HIRA	0.690790197085933	8.14958848344275	0.00341629264016259	0.0052711869258866	66	33	48	23	23	14
ENSG00000100299	ARSA	-0.552255843076994	8.61703819393882	0.00370637552261079	0.005699187019357	55	42	49	41	44	57
ENSG00000100263	RHBDD3	0.540871428053888	8.44326184943586	0.00390101938486232	0.00597801264096648	67	51	58	22	35	23
ENSG00000243811	APOBEC3D	2.2237092610214	5.62657793945622	0.00399112810837119	0.00609529428795463	12	4	7	1	1	1
ENSG00000100206	DMC1	1.87909642286888	5.90237732547453	0.00403183009305494	0.00613658207383617	13	8	8	2	3	0
ERCC-00084	ERCC-00084	-0.608763256035776	8.13299891734223	0.00415793654094187	0.0062881110793028	46	25	30	27	34	41
ENSG00000100139	MICALL1	0.40821943774381	9.37912208011022	0.00416577686911161	0.0062881110793028	143	86	106	47	61	59
ENSG00000100417	PMM1	-0.634808247221962	8.33373499874978	0.00417340111722101	0.0062881110793028	55	32	29	29	41	49
ENSG00000100083	GGA1	0.300991277445489	10.3240103027622	0.00466009316443183	0.00699793254458158	272	167	198	99	130	113
ENSG00000100034	PPM1F	0.324959458228595	10.2095068516108	0.00485680943086314	0.00726902478152516	238	159	193	86	111	115
ENSG00000100380	ST13	0.20634503998704	12.1508816881089	0.00541913187339492	0.00808368840915056	858	620	740	379	449	450
ENSG00000099992	TBC1D10A	0.784106521804832	7.59765775240588	0.00750634482161216	0.0111600954467015	35	26	38	11	9	18
ERCC-00160	ERCC-00160	-1.00653311640022	6.82658622359636	0.00813644109147285	0.0120569704622816	13	9	10	8	21	14
ENSG00000272720	CTA-228A9.3	-2.40839721317573	5.33734211737596	0.00855782906719568	0.0126396883262199	2	2	0	10	2	3
ENSG00000100246	DNAL4	-0.650684480742568	7.97509964872132	0.0112179070406186	0.0164883818744933	46	17	26	19	40	33
ERCC-00085	ERCC-00085	1.94462240485182	5.73604906682554	0.0112370709434186	0.0164883818744933	12	2	11	2	2	0
ENSG00000184436	THAP7	0.422198579171454	8.96996508118783	0.0114215895438416	0.0167045397563025	92	73	85	34	54	36
ENSG00000015475	BID	0.441926625170881	9.05197680088707	0.0117737872564309	0.0171637353186281	103	64	100	40	42	48
ENSG00000230071	RPL4P6	2.1110064757268	5.5494947867304	0.0118318734985348	0.0171925928829842	7	4	10	1	2	0
ENSG00000178026	LRRC75B	-0.70624837313811	7.48341551208984	0.0119898864809443	0.0173119093645324	20	19	21	18	25	22
ENSG00000186951	PPARA	0.318178532900519	9.82046479367469	0.011991099804832	0.0173119093645324	182	136	129	63	96	79
ENSG00000100266	PACSIN2	0.274162922906753	10.2146168682593	0.0125761180578327	0.0180983237434836	230	157	197	100	119	101
ENSG00000185339	TCN2	0.539969994154504	8.17923580365411	0.0127323282048594	0.0182645858274181	56	47	42	18	25	23
ERCC-00019	ERCC-00019	1.22922043219188	6.23744540143764	0.0142950023983242	0.0204409429198967	13	11	12	3	5	2
ENSG00000128408	RIBC2	1.85323064477268	5.66444657527091	0.0146981394400989	0.0209506812971569	12	8	3	0	3	1
ENSG00000180957	PITPNB	-0.377979692422073	9.36055299510023	0.014851241515913	0.0210691156898925	102	80	81	77	88	62
ENSG00000183597	TANGO2	-0.3957810807406	8.96896642004375	0.0148750772242671	0.0210691156898925	94	51	54	48	64	61
ENSG00000184949	FAM227A	0.834626042665323	7.5186034760225	0.0156798201946108	0.0221391171930197	37	37	20	14	9	12
ENSG00000099991	CABIN1	-0.193634862027617	11.2777131259234	0.0164022883662762	0.0230866065092728	466	264	346	257	284	270
ENSG00000100360	IFT27	-0.38645870205191	8.82064928595627	0.0175571858690593	0.0246349264225238	72	47	60	48	53	54
ENSG00000213707	HMGB1P10	1.67929623822503	5.7722337260736	0.0186712777906686	0.0261165225171657	9	10	6	1	2	2
ENSG00000224271	RP11-191L9.4	1.10588738747519	6.35752971832886	0.0229988671531753	0.0320698489185581	12	16	11	2	5	5
ERCC-00059	ERCC-00059	-0.925677295561807	6.57281725336942	0.0238675542581087	0.0331781172194762	14	7	6	11	8	15
ENSG00000244627	RP3-449O17.1	0.985720256437876	6.55031305673061	0.0252565109225367	0.0350005351982067	14	17	14	7	4	4
ENSG00000100311	PDGFB	-0.504365103929697	8.11285004233776	0.0274489021431571	0.037921714037777	38	24	41	30	41	26
ENSG00000260924	LINC01311	1.41821511961854	5.80589012519446	0.0278214264686354	0.0383184677436113	10	6	9	3	1	2
ENSG00000100058	CRYBB2P1	0.524059229840915	7.97030357519777	0.0285954606484807	0.0392641034592289	48	29	47	18	21	18
ENSG00000100296	THOC5	0.335631971779196	9.81652775442414	0.0314322163824569	0.0430276376698876	195	119	135	67	112	57
